name,link,genres,image,rank,author,author_link,ratings,counts,reviews
A Song of Ice and Fire : Fire and Blood (The inspiration for HBO’s House of the Dragon TV tie-in edition): The inspiration fo,https://www.amazon.in/Song-Ice-Fire-inspiration-tie/dp/0008587655/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71FEZm-lISL._AC_UL300_SR300,200_.jpg",45,George R.R. Martin,https://www.amazon.in/George-R-R-Martin/e/B000APIGH4/ref=zg_bs_1318158031_bl_sccl_15/000-0000000-0000000,4.6 out of 5 stars,"20,132",https://www.amazon.in/product-reviews/0008587655/ref=zg_bs_1318158031_cr_sccl_15/000-0000000-0000000
"Spy X Family, Vol. 6, Volume 6",https://www.amazon.in/Spy-Family-Vol-Tatsuya-Endo/dp/1974725138/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51+sUymezhL._AC_UL300_SR300,200_.jpg",46,Tatsuya Endo,https://www.amazon.in/Tatsuya-Endo/e/B004N7ACM2/ref=zg_bs_1318158031_bl_sccl_16/000-0000000-0000000,4.9 out of 5 stars,"2,738",https://www.amazon.in/product-reviews/1974725138/ref=zg_bs_1318158031_cr_sccl_16/000-0000000-0000000
Energize your mind new edition book englis,https://www.amazon.in/Energize-your-mind-book-englis/dp/B0BRDD4BX2/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/513PGF9NgdL._AC_UL300_SR300,200_.jpg",47,Gaur gopal das,,,,
"No Plan B: The unputdownable new 2022 Jack Reacher thriller from the No.1 bestselling authors (Jack Reacher, 27)",https://www.amazon.in/No-Plan-Jack-Reacher-27/dp/1787633764/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81EwJoYM6jL._AC_UL300_SR300,200_.jpg",48,Andrew Child,,4.2 out of 5 stars,"28,897",https://www.amazon.in/product-reviews/1787633764/ref=zg_bs_1318158031_cr_sccl_18/000-0000000-0000000
கொள்ளையடித்தவள் நீயடி (Tamil Edition),https://www.amazon.in/%E0%AE%95%E0%AF%8A%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AF%88%E0%AE%AF%E0%AE%9F%E0%AE%BF%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%B5%E0%AE%B3%E0%AF%8D-%E0%AE%A8%E0%AF%80%E0%AE%AF%E0%AE%9F%E0%AE%BF-Tamil-%E0%AE%A4%E0%AF%87%E0%AE%A9%E0%AF%8D-%E0%AE%A8%E0%AE%BF%E0%AE%B2%E0%AE%BE-ebook/dp/B0BMGVCCW9/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/61UfqGS2pZL._AC_UL300_SR300,200_.jpg",49,தேன் நிலா  J,,4.2 out of 5 stars,97,https://www.amazon.in/product-reviews/B0BMGVCCW9/ref=zg_bs_1318158031_cr_sccl_19/000-0000000-0000000
Lessons in Chemistry: The No. 1 Sunday Times bestseller and BBC Between the Covers Book Club pick,https://www.amazon.in/Lessons-Chemistry-Debut-Bonnie-Garmus/dp/0857528130/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81k9w0hE9+L._AC_UL300_SR300,200_.jpg",50,Bonnie Garmus,https://www.amazon.in/Bonnie-Garmus/e/B09964CPY4/ref=zg_bs_1318158031_bl_sccl_20/000-0000000-0000000,4.6 out of 5 stars,"70,033",https://www.amazon.in/product-reviews/0857528130/ref=zg_bs_1318158031_cr_sccl_20/000-0000000-0000000
"The Krishna Key, Bharat Series 3",https://www.amazon.in/Krishna-Key-Bharat-3/dp/9356292396/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71PYtwiZ-6L._AC_UL300_SR300,200_.jpg",51,Ashwin Sanghi,https://www.amazon.in/Ashwin-Sanghi/e/B0042D1A3C/ref=zg_bs_1318158031_bl_sccl_1/000-0000000-0000000,4.4 out of 5 stars,"2,053",https://www.amazon.in/product-reviews/9356292396/ref=zg_bs_1318158031_cr_sccl_1/000-0000000-0000000
Heart of Darkness,https://www.amazon.in/Heart-Darkness-Joseph-Conrad/dp/9386538687/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71jLQvqfdOS._AC_UL300_SR300,200_.jpg",52,Joseph Conrad,https://www.amazon.in/Joseph-Conrad/e/B000APVLWQ/ref=zg_bs_1318158031_bl_sccl_2/000-0000000-0000000,4.4 out of 5 stars,"4,846",https://www.amazon.in/product-reviews/9386538687/ref=zg_bs_1318158031_cr_sccl_2/000-0000000-0000000
No Plan B: The unputdownable new 2022 Jack Reacher thriller from the No.1 bestselling authors,https://www.amazon.in/No-Plan-Jack-Reacher-Book-ebook/dp/B09PZTSSVF/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81EwJoYM6jL._AC_UL300_SR300,200_.jpg",53,Lee Child,https://www.amazon.in/Lee-Child/e/B000APO0PQ/ref=zg_bs_1318158031_bl_sccl_3/000-0000000-0000000,4.2 out of 5 stars,"28,897",https://www.amazon.in/product-reviews/B09PZTSSVF/ref=zg_bs_1318158031_cr_sccl_3/000-0000000-0000000
"The Rozabal Line, Bharat Series 1",https://www.amazon.in/Rozabal-Line-Bharat-1/dp/9356291934/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51JVXwJTcoL._AC_UL300_SR300,200_.jpg",54,Ashwin Sanghi,https://www.amazon.in/Ashwin-Sanghi/e/B0042D1A3C/ref=zg_bs_1318158031_bl_sccl_4/000-0000000-0000000,4.2 out of 5 stars,978,https://www.amazon.in/product-reviews/9356291934/ref=zg_bs_1318158031_cr_sccl_4/000-0000000-0000000
"The Sleepover: The BRAND NEW unputdownable, page-turning psychological thriller from bestseller Keri Beevis",https://www.amazon.in/Sleepover-unputdownable-page-turning-psychological-bestseller-ebook/dp/B0B2J7RVK1/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91bbG6BgNXL._AC_UL300_SR300,200_.jpg",55,Keri Beevis,https://www.amazon.in/Keri-Beevis/e/B00BNUIZJE/ref=zg_bs_1318158031_bl_sccl_5/000-0000000-0000000,4.3 out of 5 stars,998,https://www.amazon.in/product-reviews/B0B2J7RVK1/ref=zg_bs_1318158031_cr_sccl_5/000-0000000-0000000
The Adventures of Tom Sawyer,https://www.amazon.in/Adventures-Tom-Sawyer-Mark-Twain/dp/8175992913/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81KTDij0XyS._AC_UL300_SR300,200_.jpg",56,Mark Twain,https://www.amazon.in/Mark-Twain/e/B000APWHJ2/ref=zg_bs_1318158031_bl_sccl_6/000-0000000-0000000,4.4 out of 5 stars,"4,491",https://www.amazon.in/product-reviews/8175992913/ref=zg_bs_1318158031_cr_sccl_6/000-0000000-0000000
The Nine Unknown,https://www.amazon.in/Nine-Talbot-Mundy-ebook/dp/B08GGCGHJK/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/61vWYOsdQ-L._AC_UL300_SR300,200_.jpg",57,Talbot Mundy,https://www.amazon.in/Talbot-Mundy/e/B001K7VADI/ref=zg_bs_1318158031_bl_sccl_7/000-0000000-0000000,4.0 out of 5 stars,104,https://www.amazon.in/product-reviews/B08GGCGHJK/ref=zg_bs_1318158031_cr_sccl_7/000-0000000-0000000
"A Thousand Kisses Deep: A Romance Thriller Fiction Novel that revolves around Mystery & Suspense in Love, Life & Fate | Seque",https://www.amazon.in/Thousand-Kisses-Deep-Thriller-revolves/dp/014345823X/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71a0wsdQ5aL._AC_UL300_SR300,200_.jpg",58,Novoneel Chakraborty,https://www.amazon.in/Novoneel-Chakraborty/e/B00OGZR0OE/ref=zg_bs_1318158031_bl_sccl_8/000-0000000-0000000,4.4 out of 5 stars,157,https://www.amazon.in/product-reviews/014345823X/ref=zg_bs_1318158031_cr_sccl_8/000-0000000-0000000
Haunting Adeline,https://www.amazon.in/Haunting-Adeline-H-D-Carlton/dp/1957635002/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71QSecJ64LL._AC_UL300_SR300,200_.jpg",59,H D Carlton,https://www.amazon.in/H-D-Carlton/e/B07H74G916/ref=zg_bs_1318158031_bl_sccl_9/000-0000000-0000000,4.4 out of 5 stars,"18,090",https://www.amazon.in/product-reviews/1957635002/ref=zg_bs_1318158031_cr_sccl_9/000-0000000-0000000
The Nine Unknown (Mint Editions),https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513206079/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91HmFSrVW8S._AC_UL300_SR300,200_.jpg",60,Talbot Mundy,https://www.amazon.in/Talbot-Mundy/e/B001K7VADI/ref=zg_bs_1318158031_bl_sccl_10/000-0000000-0000000,4.0 out of 5 stars,104,https://www.amazon.in/product-reviews/1513206079/ref=zg_bs_1318158031_cr_sccl_10/000-0000000-0000000
THE FINE PRINT: the TikTok sensation! Meet the Dreamland Billionaires...,https://www.amazon.in/Fine-Print-sensation-Dreamland-Billionaires/dp/0349433445/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71GGaU4y+mL._AC_UL300_SR300,200_.jpg",61,Lauren Asher,https://www.amazon.in/Lauren-Asher/e/B08191LLQJ/ref=zg_bs_1318158031_bl_sccl_11/000-0000000-0000000,4.3 out of 5 stars,"17,297",https://www.amazon.in/product-reviews/0349433445/ref=zg_bs_1318158031_cr_sccl_11/000-0000000-0000000
Hogwarts: An Incomplete and Unreliable Guide (Kindle Single) (Pottermore Presents Book 3),https://www.amazon.in/Hogwarts-Incomplete-Unreliable-Pottermore-Presents-ebook/dp/B01JLXET7G/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91ivskzue+L._AC_UL300_SR300,200_.jpg",62,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_12/000-0000000-0000000,4.5 out of 5 stars,"3,675",https://www.amazon.in/product-reviews/B01JLXET7G/ref=zg_bs_1318158031_cr_sccl_12/000-0000000-0000000
"Chanakya's Chant, Bharat Series 2",https://www.amazon.in/Chanakyas-Chant-Bharat-Ashwin-Sanghi/dp/9356292272/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51VGoPnLDaL._AC_UL300_SR300,200_.jpg",63,Ashwin Sanghi,https://www.amazon.in/Ashwin-Sanghi/e/B0042D1A3C/ref=zg_bs_1318158031_bl_sccl_13/000-0000000-0000000,4.4 out of 5 stars,"1,803",https://www.amazon.in/product-reviews/9356292272/ref=zg_bs_1318158031_cr_sccl_13/000-0000000-0000000
SIX OF CROWS: CROOKED KINGDOM(COLLECTOR'S EDITION),https://www.amazon.in/Crooked-Kingdom-Collectors-Six-Crows/dp/1510107037/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51PfHyKDd-L._AC_UL300_SR300,200_.jpg",64,Leigh Bardugo,https://www.amazon.in/Leigh-Bardugo/e/B005ZZ8XQS/ref=zg_bs_1318158031_bl_sccl_14/000-0000000-0000000,4.7 out of 5 stars,"23,867",https://www.amazon.in/product-reviews/1510107037/ref=zg_bs_1318158031_cr_sccl_14/000-0000000-0000000
The Ink Black Heart: The Number One international bestseller (Strike 6),https://www.amazon.in/Ink-Black-Heart-Robert-Galbraith-ebook/dp/B09QKMT5W6/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81rlSr3VcHL._AC_UL300_SR300,200_.jpg",65,Robert Galbraith,https://www.amazon.in/Robert-Galbraith/e/B00CM8UJ86/ref=zg_bs_1318158031_bl_sccl_15/000-0000000-0000000,4.3 out of 5 stars,"25,902",https://www.amazon.in/product-reviews/B09QKMT5W6/ref=zg_bs_1318158031_cr_sccl_15/000-0000000-0000000
"Demon Slayer: Kimetsu No Yaiba, Vol. 13",https://www.amazon.in/Demon-Slayer-Kimetsu-Yaiba-Vol/dp/1974711137/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81fFzRlnvsL._AC_UL300_SR300,200_.jpg",66,Koyoharu Gotouge,https://www.amazon.in/Koyoharu-Gotouge/e/B077MFJVDP/ref=zg_bs_1318158031_bl_sccl_16/000-0000000-0000000,4.9 out of 5 stars,"4,950",https://www.amazon.in/product-reviews/1974711137/ref=zg_bs_1318158031_cr_sccl_16/000-0000000-0000000
The Immortals Of Meluha (Shiva Trilogy Book 1),https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy-Book-ebook/dp/B0B74V1M24/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/518pf5fY1oL._AC_UL300_SR300,200_.jpg",67,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_17/000-0000000-0000000,4.6 out of 5 stars,"12,702",https://www.amazon.in/product-reviews/B0B74V1M24/ref=zg_bs_1318158031_cr_sccl_17/000-0000000-0000000
The Ink Black Heart: The Number One international bestseller (Strike 6),https://www.amazon.in/Ink-Black-Heart-Robert-Galbraith/dp/0751584185/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91uq+UgoM3L._AC_UL300_SR300,200_.jpg",68,Robert Galbraith,https://www.amazon.in/Robert-Galbraith/e/B00CM8UJ86/ref=zg_bs_1318158031_bl_sccl_18/000-0000000-0000000,4.3 out of 5 stars,"25,902",https://www.amazon.in/product-reviews/0751584185/ref=zg_bs_1318158031_cr_sccl_18/000-0000000-0000000
Robinson Crusoe,https://www.amazon.in/Robinson-Crusoe-Daniel-Defoe/dp/8175994673/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81cp-sm9FzS._AC_UL300_SR300,200_.jpg",69,Daniel Defoe,https://www.amazon.in/Daniel-Defoe/e/B00KQ4MWFQ/ref=zg_bs_1318158031_bl_sccl_19/000-0000000-0000000,4.4 out of 5 stars,"3,762",https://www.amazon.in/product-reviews/8175994673/ref=zg_bs_1318158031_cr_sccl_19/000-0000000-0000000
"Think & Trade Like a Champion: The Secrets, Rules & Blunt Truths of a Stock Market Wizard [Hardcover] Mark Minervini",https://www.amazon.in/Think-Trade-Like-Champion-Secrets/dp/0996307931/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91IAKWLkZJL._AC_UL300_SR300,200_.jpg",70,Mark Minervini,https://www.amazon.in/Mark-Minervini/e/B00BN1X6RY/ref=zg_bs_1318158031_bl_sccl_20/000-0000000-0000000,4.4 out of 5 stars,"1,450",https://www.amazon.in/product-reviews/0996307931/ref=zg_bs_1318158031_cr_sccl_20/000-0000000-0000000
Gullivers Travels,https://www.amazon.in/Gullivers-Travels-Jonathan-Swift/dp/8175993251/ref=zg_bs_1318158031_sccl_21/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81OGJ-a3xCS._AC_UL300_SR300,200_.jpg",71,Jonathan Swift,https://www.amazon.in/Jonathan-Swift/e/B001HCV1RG/ref=zg_bs_1318158031_bl_sccl_21/000-0000000-0000000,4.4 out of 5 stars,917,https://www.amazon.in/product-reviews/8175993251/ref=zg_bs_1318158031_cr_sccl_21/000-0000000-0000000
Midnight's Children,https://www.amazon.in/Midnights-Children-Salman-Rushdie/dp/0099582074/ref=zg_bs_1318158031_sccl_22/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91guqbWJEQL._AC_UL300_SR300,200_.jpg",72,Salman Rushdie,https://www.amazon.in/Salman-Rushdie/e/B000APRXL4/ref=zg_bs_1318158031_bl_sccl_22/000-0000000-0000000,4.4 out of 5 stars,"3,393",https://www.amazon.in/product-reviews/0099582074/ref=zg_bs_1318158031_cr_sccl_22/000-0000000-0000000
Ram-Ikshvaku Ke Vanshaj [Descendants of Rama-Ikshvaku],https://www.amazon.in/Ram-Ikshvaku-Ke-Vanshaj-Descendants-Rama-Ikshvaku/dp/B0BBST23X4/ref=zg_bs_1318158031_sccl_23/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91eYFHIktYL._AC_UL300_SR300,200_.jpg",73,Amish Tripathi,,4.4 out of 5 stars,7,https://www.amazon.in/product-reviews/B0BBST23X4/ref=zg_bs_1318158031_cr_sccl_23/000-0000000-0000000
The Stationery Shop of Tehran,https://www.amazon.in/Stationery-Shop-Tehran-Marjan-Kamali/dp/147118501X/ref=zg_bs_1318158031_sccl_24/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81YSTpHNiwL._AC_UL300_SR300,200_.jpg",74,Marjan Kamali,https://www.amazon.in/Marjan-Kamali/e/B00B5W8DSS/ref=zg_bs_1318158031_bl_sccl_24/000-0000000-0000000,4.4 out of 5 stars,"6,004",https://www.amazon.in/product-reviews/147118501X/ref=zg_bs_1318158031_cr_sccl_24/000-0000000-0000000
The Wind In The Willows,https://www.amazon.in/Wind-Willows-Kenneth-Grahame/dp/9389432456/ref=zg_bs_1318158031_sccl_25/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81VzzF8E0wS._AC_UL300_SR300,200_.jpg",75,Kenneth Grahame,https://www.amazon.in/Kenneth-Grahame/e/B000AQ3Z5G/ref=zg_bs_1318158031_bl_sccl_25/000-0000000-0000000,4.4 out of 5 stars,"4,848",https://www.amazon.in/product-reviews/9389432456/ref=zg_bs_1318158031_cr_sccl_25/000-0000000-0000000
Stolen Focus: Why You Can't Pay Attention,https://www.amazon.in/Stolen-Focus-Why-Cant-Attention/dp/1526654016/ref=zg_bs_1318158031_sccl_26/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/41AfDFOhYUL._AC_UL300_SR300,200_.jpg",76,Johann Hari,https://www.amazon.in/Johann-Hari/e/B00NEUY9BY/ref=zg_bs_1318158031_bl_sccl_26/000-0000000-0000000,4.5 out of 5 stars,"3,325",https://www.amazon.in/product-reviews/1526654016/ref=zg_bs_1318158031_cr_sccl_26/000-0000000-0000000
Oliver Twist,https://www.amazon.in/OLIVER-TWIST-Charles-Dickens/dp/8175993707/ref=zg_bs_1318158031_sccl_27/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81X9mpk-mwS._AC_UL300_SR300,200_.jpg",77,Charles Dickens,https://www.amazon.in/Charles-Dickens/e/B000APYNYE/ref=zg_bs_1318158031_bl_sccl_27/000-0000000-0000000,4.4 out of 5 stars,"7,070",https://www.amazon.in/product-reviews/8175993707/ref=zg_bs_1318158031_cr_sccl_27/000-0000000-0000000
"The Little Prince - Original, Unabridged, Gilded, Fully Coloured Hardbound Collectable Edition (Quignog Collectibles)",https://www.amazon.in/Little-Prince-Unabridged-Collectable-Collectibles/dp/8195291309/ref=zg_bs_1318158031_sccl_28/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71i5HCBH1ZS._AC_UL300_SR300,200_.jpg",78,Antoine de Saint-Exupery,,4.5 out of 5 stars,"9,177",https://www.amazon.in/product-reviews/8195291309/ref=zg_bs_1318158031_cr_sccl_28/000-0000000-0000000
Complete Adventures of Feluda Vol.1,https://www.amazon.in/Complete-Adventures-Feluda-Vol/dp/014342503X/ref=zg_bs_1318158031_sccl_29/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/515VOqI0ABL._AC_UL300_SR300,200_.jpg",79,Satyajit Ray,https://www.amazon.in/Satyajit-Ray/e/B001HPXLQC/ref=zg_bs_1318158031_bl_sccl_29/000-0000000-0000000,4.7 out of 5 stars,"1,041",https://www.amazon.in/product-reviews/014342503X/ref=zg_bs_1318158031_cr_sccl_29/000-0000000-0000000
The Winners,https://www.amazon.in/Winners-Fredrik-Backman/dp/139851635X/ref=zg_bs_1318158031_sccl_30/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81GWS8oaonL._AC_UL300_SR300,200_.jpg",80,Fredrik Backman,https://www.amazon.in/Fredrik-Backman/e/B00KV5TN4I/ref=zg_bs_1318158031_bl_sccl_30/000-0000000-0000000,4.7 out of 5 stars,"4,484",https://www.amazon.in/product-reviews/139851635X/ref=zg_bs_1318158031_cr_sccl_30/000-0000000-0000000
The Enormous Crocodile,https://www.amazon.in/Enormous-Crocodile-Dahl-Fiction/dp/014136551X/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81bFpL5z9qL._AC_UL300_SR300,200_.jpg",81,Roald Dahl,https://www.amazon.in/Roald-Dahl/e/B000AQ0WGQ/ref=zg_bs_1318158031_bl_sccl_1/000-0000000-0000000,4.6 out of 5 stars,"3,973",https://www.amazon.in/product-reviews/014136551X/ref=zg_bs_1318158031_cr_sccl_1/000-0000000-0000000
The Man Eating Leopard of Rudraprayag,https://www.amazon.in/Man-Eating-Leopard-Rudraprayag/dp/8129141841/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71RDmv1yd1L._AC_UL300_SR300,200_.jpg",82,Jim Corbett,https://www.amazon.in/Jim-Corbett/e/B001K91K7M/ref=zg_bs_1318158031_bl_sccl_2/000-0000000-0000000,4.7 out of 5 stars,"1,288",https://www.amazon.in/product-reviews/8129141841/ref=zg_bs_1318158031_cr_sccl_2/000-0000000-0000000
The Curious Incident of the Dog in the Night-time: Vintage Children's Classics,https://www.amazon.in/Curious-Incident-Night-time-Childrens-Classics/dp/0099572834/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71t8UJY4W3L._AC_UL300_SR300,200_.jpg",83,Mark Haddon,https://www.amazon.in/Mark-Haddon/e/B001IOH0IW/ref=zg_bs_1318158031_bl_sccl_3/000-0000000-0000000,4.3 out of 5 stars,"13,086",https://www.amazon.in/product-reviews/0099572834/ref=zg_bs_1318158031_cr_sccl_3/000-0000000-0000000
Fire and Blood: A Song of Ice and Fire,https://www.amazon.in/Fire-Blood-Thrones-Targaryen-History/dp/B07CP9W6XT/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81KKooet+IL._AC_UL300_SR300,200_.jpg",84,Simon Vance,,4.6 out of 5 stars,"20,132",https://www.amazon.in/product-reviews/B07CP9W6XT/ref=zg_bs_1318158031_cr_sccl_4/000-0000000-0000000
A Game of Thrones: Book 1 of A Song of Ice and Fire,https://www.amazon.in/Game-Thrones-Book-Song-Fire/dp/B07B63T47G/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91tMWIbmjNL._AC_UL300_SR300,200_.jpg",85,Roy Dotrice,,4.6 out of 5 stars,"24,539",https://www.amazon.in/product-reviews/B07B63T47G/ref=zg_bs_1318158031_cr_sccl_5/000-0000000-0000000
The Goods Train Mystery,https://www.amazon.in/Goods-Train-Mystery-Read-7-12/dp/B09MV16Q18/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71fPX94XaoL._AC_UL300_SR300,200_.jpg",86,Nalini Varanasi,,4.1 out of 5 stars,39,https://www.amazon.in/product-reviews/B09MV16Q18/ref=zg_bs_1318158031_cr_sccl_6/000-0000000-0000000
Nightcrawling - Longlisted for the Booker Prize 2022,https://www.amazon.in/Nightcrawling-Mottley-Leila/dp/1526634554/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/41Ge8wZ+yCL._AC_UL300_SR300,200_.jpg",87,Leila Mottley,https://www.amazon.in/Leila-Mottley/e/B09F6YK867/ref=zg_bs_1318158031_bl_sccl_7/000-0000000-0000000,4.4 out of 5 stars,"2,989",https://www.amazon.in/product-reviews/1526634554/ref=zg_bs_1318158031_cr_sccl_7/000-0000000-0000000
